gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	chr_hg19	tss_hg19
CASZ1	ENSG00000130940	1	10636604	10796650	-	10796650	chr1	10856707
AL139423.1	ENSG00000272078	1	10639241	10654333	+	10639241	chr1	10699298
HSPE1P24	ENSG00000225158	1	10895761	10895998	+	10895761	chr1	10955818
C1orf127	ENSG00000175262	1	10946471	10982037	-	10982037	chr1	11042094
CFL1P6	ENSG00000215785	1	10990978	10991797	-	10991797	chr1	11051854
TARDBP	ENSG00000120948	1	11012344	11026420	+	11012344	chr1	11072401
AL109811.4	ENSG00000277726	1	11012662	11030528	+	11012662	chr1	11072719
MASP2	ENSG00000009724	1	11026523	11047233	-	11047233	chr1	11107290
AL109811.3	ENSG00000271895	1	11029659	11030528	+	11029659	chr1	11089716
SRM	ENSG00000116649	1	11054584	11060024	-	11060024	chr1	11120081
EXOSC10	ENSG00000171824	1	11066618	11099881	-	11099881	chr1	11159938
AL109811.1	ENSG00000226849	1	11068471	11073097	+	11068471	chr1	11128528
AL109811.2	ENSG00000230337	1	11099675	11102100	+	11099675	chr1	11159732
MTOR	ENSG00000198793	1	11106535	11262507	-	11262507	chr1	11322564
MTOR-AS1	ENSG00000225602	1	11143898	11149537	+	11143898	chr1	11203955
RNU6-537P	ENSG00000253086	1	11152350	11152452	+	11152350	chr1	11212407
ANGPTL7	ENSG00000171819	1	11189341	11195981	+	11189341	chr1	11249398
RNU6-291P	ENSG00000207451	1	11226254	11226360	+	11226254	chr1	11286311
RPL39P6	ENSG00000238173	1	11232963	11233112	+	11232963	chr1	11293020
UBIAD1	ENSG00000120942	1	11273206	11296049	+	11273206	chr1	11333263
UBE2V2P3	ENSG00000238199	1	11278616	11279351	-	11279351	chr1	11339408
AL031291.1	ENSG00000284646	1	11311734	11319093	-	11319093	chr1	11379150
MTCYBP45	ENSG00000224338	1	11425257	11425821	-	11425821	chr1	11485878
DISP3	ENSG00000204624	1	11479166	11537584	+	11479166	chr1	11539223
LINC01647	ENSG00000235643	1	11609531	11613355	+	11609531	chr1	11669588
AL031731.1	ENSG00000284708	1	11623558	11643416	+	11623558	chr1	11683615
FBXO2	ENSG00000116661	1	11637018	11655785	-	11655785	chr1	11715842
FBXO44	ENSG00000132879	1	11654375	11663327	+	11654375	chr1	11714432
FBXO6	ENSG00000116663	1	11664124	11674354	+	11664124	chr1	11724181
MAD2L2	ENSG00000116670	1	11674480	11691650	-	11691650	chr1	11751707
DRAXIN	ENSG00000162490	1	11691729	11725857	+	11691729	chr1	11751786
AGTRAP	ENSG00000177674	1	11736084	11754802	+	11736084	chr1	11796141
C1orf167	ENSG00000215910	1	11761787	11789585	+	11761787	chr1	11821844
AL953897.1	ENSG00000177553	1	11777077	11779619	-	11779619	chr1	11839676
MTHFR	ENSG00000177000	1	11785723	11806920	-	11806920	chr1	11866977
CLCN6	ENSG00000011021	1	11806096	11843144	+	11806096	chr1	11866153
NPPA-AS1	ENSG00000242349	1	11841017	11848079	+	11841017	chr1	11901074
NPPA-AS1_1	ENSG00000276470	1	11843812	11843984	+	11843812	chr1	11903869
NPPA-AS1_2	ENSG00000278852	1	11845549	11845697	+	11845549	chr1	11905606
NPPA	ENSG00000175206	1	11845709	11848345	-	11848345	chr1	11908402
NPPA-AS1_3	ENSG00000275915	1	11847442	11847549	+	11847442	chr1	11907499
NPPB	ENSG00000120937	1	11857464	11858931	-	11858931	chr1	11918988
AL021155.1	ENSG00000224904	1	11877770	11880406	+	11877770	chr1	11937827
RNU5E-1	ENSG00000199347	1	11908152	11908271	+	11908152	chr1	11968209
RNU5E-4P	ENSG00000201801	1	11909808	11909927	-	11909927	chr1	11969984
KIAA2013	ENSG00000116685	1	11919591	11926428	-	11926428	chr1	11986485
PLOD1	ENSG00000083444	1	11934205	11975538	+	11934205	chr1	11994262
MFN2	ENSG00000116688	1	11980181	12013514	+	11980181	chr1	12040238
AL096840.1	ENSG00000270914	1	12017216	12017308	-	12017308	chr1	12077365
MIIP	ENSG00000116691	1	12019466	12032045	+	12019466	chr1	12079523
Y_RNA	ENSG00000202461	1	12024012	12024124	-	12024124	chr1	12084181
MIR6729	ENSG00000276869	1	12029158	12029222	+	12029158	chr1	12089215
RN7SL649P	ENSG00000243539	1	12036740	12037014	-	12037014	chr1	12097071
TNFRSF8	ENSG00000120949	1	12063377	12144207	+	12063377	chr1	12123434
RNU6-777P	ENSG00000201135	1	12077881	12077984	-	12077984	chr1	12138041
RPL23AP89	ENSG00000227875	1	12080293	12080547	-	12080547	chr1	12140604
MIR7846	ENSG00000283789	1	12166943	12167038	+	12166943	chr1	12227000
TNFRSF1B	ENSG00000028137	1	12167003	12209228	+	12167003	chr1	12227060
MIR4632	ENSG00000263676	1	12191713	12191773	+	12191713	chr1	12251770
RPL10P17	ENSG00000225196	1	12220794	12221109	-	12221109	chr1	12281166
SNORA70	ENSG00000252969	1	12221148	12221271	-	12221271	chr1	12281328
VPS13D	ENSG00000048707	1	12230067	12512047	+	12230067	chr1	12290124
SNORA59A	ENSG00000239149	1	12507246	12507397	+	12507246	chr1	12567300
AC243836.1	ENSG00000229484	1	12527724	12528420	+	12527724	chr1	12587766
DHRS3	ENSG00000162496	1	12567910	12617731	-	12617731	chr1	12677737
RNU6ATAC18P	ENSG00000221340	1	12569972	12570072	-	12570072	chr1	12630100
MIR6730	ENSG00000276830	1	12578957	12579023	-	12579023	chr1	12639051
AC254633.1	ENSG00000272482	1	12618900	12619244	-	12619244	chr1	12679250
AADACL4	ENSG00000204518	1	12644547	12667086	+	12644547	chr1	12704566
AC244670.1	ENSG00000226166	1	12692909	12693020	+	12692909	chr1	12752925
AADACL3	ENSG00000188984	1	12716115	12728759	+	12716115	chr1	12776118
C1orf158	ENSG00000157330	1	12746215	12763699	+	12746215	chr1	12806163
PRAMEF12	ENSG00000116726	1	12774841	12777906	+	12774841	chr1	12834984
PRAMEF1	ENSG00000116721	1	12791397	12796628	+	12791397	chr1	12851546
LINC01784	ENSG00000228338	1	12822686	12823159	-	12823159	chr1	12883022
PRAMEF11	ENSG00000239810	1	12824605	12831410	-	12831410	chr1	12891264
PRAMEF30P	ENSG00000231103	1	12838125	12841357	-	12841357	chr1	12901210
HNRNPCL1	ENSG00000179172	1	12847408	12848725	-	12848725	chr1	12908578
PRAMEF2	ENSG00000120952	1	12857086	12861909	+	12857086	chr1	12916941
PRAMEF4	ENSG00000243073	1	12879224	12886201	-	12886201	chr1	12946025
PRAMEF10	ENSG00000187545	1	12892896	12898270	-	12898270	chr1	12958101
PRAMEF7	ENSG00000204510	1	12916610	12920482	+	12916610	chr1	12976430
RNU6-1072P	ENSG00000207434	1	12922554	12922660	+	12922554	chr1	12982374
PRAMEF29P	ENSG00000234064	1	12926162	12928253	+	12926162	chr1	12985990
PRAMEF6	ENSG00000232423	1	12938472	12947580	-	12947580	chr1	13007406
PRAMEF28P	ENSG00000274178	1	13029339	13032130	+	13029339	chr1	13450861
PRAMEF27	ENSG00000274764	1	13049476	13056491	-	13056491	chr1	13117751
HNRNPCL3	ENSG00000277058	1	13060869	13062229	+	13060869	chr1	13007404
PRAMEF25	ENSG00000229571	1	13068677	13077884	+	13068677	chr1	13117751
PRAMEF34P	ENSG00000277862	1	13095179	13097971	-	13097971	chr1	13165443
PRAMEF35P	ENSG00000236179	1	13104403	13105689	-	13105689	chr1	13173157
HNRNPCL2	ENSG00000275774	1	13115496	13116854	-	13116854	chr1	13184326
PRAMEF36P	ENSG00000229978	1	13128818	13131615	+	13128818	chr1	13196270
AC245056.1	ENSG00000233336	1	13146981	13147460	-	13147460	chr1	13214911
PRAMEF26	ENSG00000280267	1	13148905	13155961	-	13155961	NA	NA
HNRNPCL4	ENSG00000179412	1	13164586	13165467	-	13165467	chr1	13183872
PRAMEF9	ENSG00000204505	1	13172455	13179464	+	13172455	chr1	13115592
PRAMEF13	ENSG00000279169	1	13196330	13201409	-	13201409	chr1	13452656
PRAMEF18	ENSG00000279804	1	13222705	13226106	-	13226106	chr1	13331665
PRAMEF31P	ENSG00000250894	1	13245863	13248652	+	13245863	chr1	13351482
PRAMEF5	ENSG00000270601	1	13254212	13263314	+	13254212	chr1	13359833
PRAMEF32P	ENSG00000231219	1	13273539	13275627	-	13275627	chr1	13381237
RNU6-771P	ENSG00000207511	1	13279125	13279231	-	13279231	chr1	13384841
PRAMEF8	ENSG00000182330	1	13281035	13285174	-	13285174	chr1	13611570
PRAMEF33	ENSG00000237700	1	13303539	13308907	+	13303539	chr1	13629932
PRAMEF15	ENSG00000204501	1	13315581	13322598	+	13315581	chr1	13641973
AC243961.1	ENSG00000228229	1	13324039	13324518	+	13324039	chr1	13650431
PRAMEF14	ENSG00000204481	1	13342034	13347134	-	13347134	chr1	13673511
PRAMEF19	ENSG00000204480	1	13369067	13371693	-	13371693	chr1	13698151
PRAMEF17	ENSG00000204479	1	13389632	13392629	+	13389632	chr1	13716092
PRAMEF20	ENSG00000204478	1	13410450	13421328	+	13410450	chr1	13736907
LRRC38	ENSG00000162494	1	13474977	13514048	-	13514048	chr1	13840543
AL354712.1	ENSG00000259961	1	13513220	13516270	+	13513220	chr1	13839715
BRWD1P1	ENSG00000215909	1	13555001	13555694	+	13555001	chr1	13881496
PDPN	ENSG00000162493	1	13583465	13617957	+	13583465	chr1	13909960
RNA5SP41	ENSG00000222952	1	13623184	13623284	-	13623284	chr1	13949779
AL359771.1	ENSG00000237445	1	13657311	13659910	-	13659910	chr1	13986405
SCARNA11	ENSG00000253085	1	13696070	13696199	-	13696199	chr1	14022694
PRDM2	ENSG00000116731	1	13700198	13825079	+	13700198	chr1	14026693
KAZN	ENSG00000189337	1	13892792	15118043	+	13892792	chr1	14219287
RNU6-1265P	ENSG00000252151	1	14124233	14124335	-	14124335	chr1	14450830
AL357873.1	ENSG00000231606	1	14221891	14223118	-	14223118	chr1	14549613
KAZN-AS1	ENSG00000234593	1	14348955	14391575	-	14391575	chr1	14718071
TBCAP2	ENSG00000235829	1	14692129	14692613	-	14692613	chr1	15019109
TMEM51-AS1	ENSG00000175147	1	15111815	15152464	-	15152464	chr1	15478960
TMEM51	ENSG00000171729	1	15152532	15220480	+	15152532	chr1	15479028
C1orf195	ENSG00000204464	1	15164344	15171317	-	15171317	chr1	15497813
AL035405.1	ENSG00000215720	1	15191828	15192845	-	15192845	chr1	15519341
AL391094.1	ENSG00000278480	1	15226373	15227549	+	15226373	chr1	15552869
FHAD1	ENSG00000142621	1	15247272	15400283	+	15247272	chr1	15573768
AL031283.2	ENSG00000233485	1	15326680	15343876	-	15343876	chr1	15670372
AL031283.3	ENSG00000236045	1	15334166	15335464	-	15335464	chr1	15661960
AL031283.1	ENSG00000228140	1	15402979	15409433	-	15409433	chr1	15735929
EFHD2	ENSG00000142634	1	15409895	15430343	+	15409895	chr1	15736391
CTRC	ENSG00000162438	1	15438439	15449242	+	15438439	chr1	15764935
CELA2A	ENSG00000142615	1	15456728	15472091	+	15456728	chr1	15783223
CELA2B	ENSG00000215704	1	15465909	15491400	+	15465909	chr1	15792404
CASP9	ENSG00000132906	1	15490832	15526534	-	15526534	chr1	15853029
DNAJC16	ENSG00000116138	1	15526813	15592379	+	15526813	chr1	15853308
SCARNA21B	ENSG00000251866	1	15542165	15542304	+	15542165	chr1	15868660
AL121992.3	ENSG00000272510	1	15565611	15565956	-	15565956	chr1	15892451
AGMAT	ENSG00000116771	1	15572353	15585110	-	15585110	chr1	15911605
AL121992.1	ENSG00000237301	1	15586136	15603626	-	15603626	chr1	15930121
CHCHD2P6	ENSG00000235084	1	15604597	15605043	+	15604597	chr1	15931092
RNU7-179P	ENSG00000252417	1	15608078	15608145	-	15608145	chr1	15934640
CD24P1	ENSG00000236500	1	15614643	15614867	-	15614867	chr1	15941362
DDI2	ENSG00000197312	1	15617500	15669044	+	15617500	chr1	15943995
RSC1A1	ENSG00000215695	1	15659869	15661722	+	15659869	chr1	15986364
AL121992.2	ENSG00000271742	1	15682873	15683128	-	15683128	chr1	16009623
PLEKHM2	ENSG00000116786	1	15684332	15734769	+	15684332	chr1	16010827
AL450998.2	ENSG00000237938	1	15720312	15736896	-	15736896	chr1	16063391
SLC25A34	ENSG00000162461	1	15736405	15741396	+	15736405	chr1	16062900
SLC25A34-AS1	ENSG00000224459	1	15740051	15749896	-	15749896	chr1	16076391
TMEM82	ENSG00000162460	1	15742422	15747982	+	15742422	chr1	16068917
FBLIM1	ENSG00000162458	1	15756607	15786594	+	15756607	chr1	16083102
RPL12P14	ENSG00000224321	1	15792796	15793285	+	15792796	chr1	16119291
UQCRHL	ENSG00000233954	1	15807169	15809348	-	15809348	chr1	16135843
AL450998.1	ENSG00000178715	1	15828232	15828669	+	15828232	chr1	16154727
FLJ37453	ENSG00000179743	1	15834474	15848147	-	15848147	chr1	16174642
SPEN	ENSG00000065526	1	15847864	15940460	+	15847864	chr1	16174359
AL034555.1	ENSG00000270620	1	15917698	15917908	-	15917908	chr1	16244403
ZBTB17	ENSG00000116809	1	15941869	15976132	-	15976132	chr1	16302627
AL355994.4	ENSG00000234607	1	15969632	15970194	+	15969632	chr1	16296127
AL355994.1	ENSG00000231353	1	15988182	15988441	+	15988182	chr1	16314677
AL355994.5	ENSG00000275503	1	15989140	15989375	-	15989375	chr1	16315870
TBC1D3P6	ENSG00000224966	1	15989871	15994751	+	15989871	chr1	16316366
SRARP	ENSG00000183888	1	16004236	16008807	+	16004236	chr1	16330731
AL355994.3	ENSG00000233078	1	16006160	16006671	-	16006671	chr1	16333166
HSPB7	ENSG00000173641	1	16014028	16019594	-	16019594	chr1	16346089
CLCNKA	ENSG00000186510	1	16018875	16034050	+	16018875	chr1	16345370
AL355994.2	ENSG00000232456	1	16035178	16040029	-	16040029	chr1	16366524
CLCNKB	ENSG00000184908	1	16043736	16057308	+	16043736	chr1	16370231
FAM131C	ENSG00000185519	1	16057769	16073632	-	16073632	chr1	16400127
EPHA2	ENSG00000142627	1	16124337	16156087	-	16156087	chr1	16482582
AL451042.2	ENSG00000227959	1	16155211	16157329	+	16155211	chr1	16481706
AL451042.1	ENSG00000224621	1	16159266	16161883	+	16159266	chr1	16485761
ARHGEF19-AS1	ENSG00000234166	1	16197854	16198357	+	16197854	chr1	16524349
ARHGEF19	ENSG00000142632	1	16197854	16212609	-	16212609	chr1	16539104
ANO7L1	ENSG00000237276	1	16215909	16228027	-	16228027	chr1	16554522
RSG1	ENSG00000132881	1	16231700	16237162	-	16237162	chr1	16563657
MT1XP1	ENSG00000233929	1	16241213	16241398	-	16241398	chr1	16567893
FBXO42	ENSG00000037637	1	16246839	16352454	-	16352454	chr1	16678949
SZRD1	ENSG00000055070	1	16352575	16398145	+	16352575	chr1	16679070
AL358794.1	ENSG00000226457	1	16369150	16369530	-	16369530	chr1	16696025
SPATA21	ENSG00000187144	1	16387117	16437424	-	16437424	chr1	16763919
NECAP2	ENSG00000157191	1	16440672	16460078	+	16440672	chr1	16767167
LINC01772	ENSG00000226029	1	16460948	16468481	+	16460948	chr1	16787443
CROCCP3	ENSG00000080947	1	16467436	16499257	-	16499257	chr1	16825752
RNU1-1	ENSG00000206652	1	16514122	16514285	-	16514285	chr1	16840780
AL137802.2	ENSG00000261135	1	16514645	16515754	+	16514645	chr1	16841140
AL137802.1	ENSG00000224174	1	16520694	16521796	+	16520694	chr1	16847189
LINC01783	ENSG00000233421	1	16533886	16536172	-	16536172	chr1	16862667
RNU1-6P	ENSG00000277344	1	16534081	16534224	-	16534224	chr1	16860719
FAM231B	ENSG00000268991	1	16539066	16539575	+	16539066	chr1	16865561
AL355149.1	ENSG00000225710	1	16548651	16552531	-	16552531	chr1	16879026
NBPF1	ENSG00000219481	1	16562319	16613562	-	16613562	chr1	16940057
AL137798.1	ENSG00000271732	1	16617391	16617729	+	16617391	chr1	16943886
CROCCP2	ENSG00000215908	1	16618253	16657232	-	16657232	chr1	16983727
AL137798.3	ENSG00000283773	1	16642767	16643109	-	16643109	chr1	16969604
MST1P2	ENSG00000186301	1	16645622	16650289	+	16645622	chr1	16972117
AL137798.2	ENSG00000282143	1	16656879	16667524	+	16656879	chr1	16983374
RNU1-3	ENSG00000207513	1	16666785	16666948	-	16666948	chr1	16993443
FAM231A	ENSG00000237847	1	16673003	16673512	+	16673003	chr1	16999498
AL021920.2	ENSG00000280114	1	16681097	16688749	-	16688749	chr1	17015244
EIF1AXP1	ENSG00000236698	1	16685621	16686055	-	16686055	chr1	17012550
ESPNP	ENSG00000268869	1	16687339	16720157	-	16720157	chr1	17046652
AL021920.1	ENSG00000279151	1	16701546	16705594	+	16701546	chr1	17028041
FAM231C	ENSG00000279132	1	16733952	16734461	-	16734461	chr1	17060956
AL021920.3	ENSG00000282740	1	16739938	16750589	-	16750589	chr1	17077084
CROCC	ENSG00000058453	1	16740273	16972979	+	16740273	chr1	17066768
CROCCP4	ENSG00000227684	1	16740280	16750968	+	16740280	chr1	17066775
RNU1-4	ENSG00000207389	1	16740516	16740679	+	16740516	chr1	17067011
MST1L	ENSG00000186715	1	16754910	16770237	-	16770237	chr1	17096732
BX284668.1	ENSG00000223643	1	16851257	16853129	-	16853129	chr1	17179624
BX284668.3	ENSG00000230239	1	16855407	16859284	+	16855407	chr1	17181902
MIR3675	ENSG00000263811	1	16858949	16859021	-	16859021	chr1	17185516
BX284668.2	ENSG00000228549	1	16870945	16874092	+	16870945	chr1	17197440
RNU1-5P	ENSG00000277234	1	16873708	16873851	+	16873708	chr1	17200203
BX284668.5	ENSG00000238142	1	16888538	16889649	-	16889649	chr1	17216144
BX284668.4	ENSG00000235241	1	16889095	16889602	+	16889095	chr1	17215590
RNU1-2	ENSG00000207005	1	16895980	16896143	+	16895980	chr1	17222475
BX284668.6	ENSG00000272426	1	16904339	16904776	-	16904776	chr1	17231271
MFAP2	ENSG00000117122	1	16974502	16980835	-	16980835	chr1	17307330
AL049569.1	ENSG00000226526	1	16978926	17005091	+	16978926	chr1	17305421
ATP13A2	ENSG00000159363	1	16985958	17011928	-	17011928	chr1	17338423
SDHB	ENSG00000117118	1	17018722	17054170	-	17054170	chr1	17380665
PADI2	ENSG00000117115	1	17066761	17119435	-	17119435	chr1	17445930
AL590644.1	ENSG00000204362	1	17189783	17197617	+	17189783	chr1	17516278
AL590644.3	ENSG00000282843	1	17193232	17201733	-	17201733	chr1	17528228
PADI1	ENSG00000142623	1	17205126	17246005	+	17205126	chr1	17531621
PADI3	ENSG00000142619	1	17249098	17284233	+	17249098	chr1	17575593
MIR3972	ENSG00000266634	1	17277889	17277975	+	17277889	chr1	17604384
PADI4	ENSG00000159339	1	17308195	17364004	+	17308195	chr1	17634690
PADI6	ENSG00000276747	1	17372196	17401699	+	17372196	chr1	17698691
AC004824.1	ENSG00000227751	1	17406760	17407382	+	17406760	chr1	17733256
RCC2	ENSG00000179051	1	17406760	17439724	-	17439724	chr1	17766220
ARHGEF10L	ENSG00000074964	1	17539835	17697874	+	17539835	chr1	17866330
AL136529.1	ENSG00000236648	1	17717687	17749978	+	17717687	chr1	18044182
ACTL8	ENSG00000117148	1	17755313	17827063	+	17755313	chr1	18081808
AL357509.1	ENSG00000284653	1	18015712	18045612	+	18015712	chr1	18342206
LINC01654	ENSG00000261781	1	18065657	18074412	+	18065657	chr1	18392151
IGSF21	ENSG00000117154	1	18107746	18378483	+	18107746	chr1	18434240
AL365209.1	ENSG00000280222	1	18109389	18115861	+	18109389	chr1	18435883
AL359738.1	ENSG00000230035	1	18166929	18179346	-	18179346	chr1	18505840
AL591896.1	ENSG00000225387	1	18385829	18388514	+	18385829	chr1	18712323
KLHDC7A	ENSG00000179023	1	18480982	18486126	+	18480982	chr1	18807476
DYNLL1P3	ENSG00000235282	1	18513118	18513383	+	18513118	chr1	18839612
AL031737.1	ENSG00000225478	1	18595414	18595636	+	18595414	chr1	18921908
PAX7	ENSG00000009709	1	18631006	18748866	+	18631006	chr1	18957500
TAS1R2	ENSG00000179002	1	18839599	18859682	-	18859682	chr1	19186176
AL080251.1	ENSG00000255275	1	18849273	18921121	-	18921121	chr1	19247615
ALDH4A1	ENSG00000159423	1	18871430	18902781	-	18902781	chr1	19229275
MIR4695	ENSG00000265606	1	18883202	18883275	-	18883275	chr1	19209769
MIR1290	ENSG00000221662	1	18897071	18897148	-	18897148	chr1	19223642
IFFO2	ENSG00000169991	1	18904281	18956686	-	18956686	chr1	19283180
AL137127.1	ENSG00000272084	1	19072110	19075511	-	19075511	chr1	19402005
UBR4	ENSG00000127481	1	19074506	19210276	-	19210276	chr1	19536770
AL035413.1	ENSG00000230424	1	19210501	19240704	+	19210501	chr1	19536995
EMC1	ENSG00000127463	1	19215664	19251552	-	19251552	chr1	19578046
MRTO4	ENSG00000053372	1	19251539	19260128	+	19251539	chr1	19578033
AKR7L	ENSG00000211454	1	19265982	19274194	-	19274194	chr1	19600688
AKR7A3	ENSG00000162482	1	19282558	19289250	-	19289250	chr1	19615744
AL035413.2	ENSG00000270728	1	19297080	19297903	+	19297080	chr1	19623574
AKR7A2	ENSG00000053371	1	19303965	19312146	-	19312146	chr1	19638640
RNU6-1099P	ENSG00000200403	1	19305076	19305182	-	19305182	chr1	19631676
PQLC2	ENSG00000040487	1	19312326	19329300	+	19312326	chr1	19638820
CAPZB	ENSG00000077549	1	19338776	19485539	-	19485539	chr1	19812033
RN7SL277P	ENSG00000240490	1	19424384	19424671	+	19424384	chr1	19750878
RNU4-28P	ENSG00000201609	1	19510593	19510733	+	19510593	chr1	19837087
AL031727.2	ENSG00000235185	1	19591802	19596832	-	19596832	chr1	19923326
MINOS1	ENSG00000173436	1	19596977	19629821	+	19596977	chr1	19923471
MINOS1-NBL1	ENSG00000270136	1	19596979	19658056	+	19596979	chr1	19923473
AL031727.1	ENSG00000226396	1	19608114	19608568	+	19608114	chr1	19934608
NBL1	ENSG00000158747	1	19640554	19658456	+	19640554	chr1	19967048
HTR6	ENSG00000158748	1	19665287	19679562	+	19665287	chr1	19991780
TMCO4	ENSG00000162542	1	19682213	19799945	-	19799945	chr1	20126438
RNF186	ENSG00000178828	1	19814029	19815278	-	19815278	chr1	20141771
AL391883.1	ENSG00000235434	1	19814367	19819502	+	19814367	chr1	20140860
OTUD3	ENSG00000169914	1	19882513	19912945	+	19882513	chr1	20209006
PLA2G2E	ENSG00000188784	1	19920009	19923617	-	19923617	chr1	20250110
RN7SL304P	ENSG00000242688	1	19970969	19971269	+	19970969	chr1	20297462
PLA2G2A	ENSG00000188257	1	19975431	19980416	-	19980416	chr1	20306909
PLA2G5	ENSG00000127472	1	20028179	20091190	+	20028179	chr1	20354672
PLA2G2D	ENSG00000117215	1	20111939	20119566	-	20119566	chr1	20446059
PLA2G2F	ENSG00000158786	1	20139326	20150386	+	20139326	chr1	20465819
Z98257.1	ENSG00000227066	1	20154338	20160568	+	20154338	chr1	20480831
PLA2G2C	ENSG00000187980	1	20161253	20177424	-	20177424	chr1	20503917
UBXN10-AS1	ENSG00000225986	1	20184242	20186486	-	20186486	chr1	20512979
UBXN10	ENSG00000162543	1	20186085	20196048	+	20186085	chr1	20512578
LINC01757	ENSG00000228105	1	20243095	20244655	+	20243095	chr1	20569588
Z98257.2	ENSG00000284710	1	20272018	20275005	+	20272018	chr1	20598511
VWA5B1	ENSG00000158816	1	20290919	20354894	+	20290919	chr1	20617412
AL020998.1	ENSG00000226664	1	20294211	20323187	-	20323187	chr1	20649680
LINC01141	ENSG00000236963	1	20360579	20431234	-	20431234	chr1	20757727
AL139254.1	ENSG00000226487	1	20412304	20413253	-	20413253	chr1	20739746
AL139254.2	ENSG00000284641	1	20476222	20478937	+	20476222	chr1	20802715
AL139254.3	ENSG00000284743	1	20478779	20480397	-	20480397	chr1	20806890
CAMK2N1	ENSG00000162545	1	20482391	20486220	-	20486220	chr1	20812713
MUL1	ENSG00000090432	1	20499448	20508161	-	20508161	chr1	20834654
RPS4XP4	ENSG00000215520	1	20525989	20526751	+	20525989	chr1	20852482
FAM43B	ENSG00000183114	1	20552439	20555010	+	20552439	chr1	20878932
CDA	ENSG00000158825	1	20588948	20618908	+	20588948	chr1	20915441
PINK1	ENSG00000158828	1	20633455	20651511	+	20633455	chr1	20959948
MIR6084	ENSG00000284005	1	20633679	20633788	+	20633679	chr1	20960172
PINK1-AS	ENSG00000117242	1	20642657	20652193	-	20652193	chr1	20978686
DDOST	ENSG00000244038	1	20651767	20661544	-	20661544	chr1	20988037
KIF17	ENSG00000117245	1	20664014	20718017	-	20718017	chr1	21044510
AL663074.2	ENSG00000235432	1	20692734	20694013	-	20694013	chr1	21020506
SH2D5	ENSG00000189410	1	20719732	20732837	-	20732837	chr1	21059330
AL663074.1	ENSG00000233069	1	20732880	20733952	+	20732880	chr1	21059373
HP1BP3	ENSG00000127483	1	20742661	20787323	-	20787323	chr1	21113816
EIF4G3	ENSG00000075151	1	20806292	21176888	-	21176888	chr1	21503381
RNU7-200P	ENSG00000251914	1	20841241	20841302	+	20841241	chr1	21167734
