	mean gene expression	Enf prediction, Reference, fine-tuned
ENSG00000092621	6.283747	4.319815
ENSG00000134250	5.659020	3.966006
ENSG00000265808	5.059686	4.144902
ENSG00000270231	2.068432	3.416684
ENSG00000275131	3.973149	5.390442
ENSG00000171943	3.804644	4.998007
ENSG00000227082	2.273116	4.501854
ENSG00000266338	2.932012	3.374185
ENSG00000196369	2.003775	5.289486
ENSG00000162825	2.017084	3.151728
ENSG00000117262	2.150860	3.608791
ENSG00000265491	5.557096	4.526073
ENSG00000186141	3.463159	4.658170
ENSG00000131788	4.238955	4.114866
ENSG00000198483	4.031975	3.953933
ENSG00000143127	2.800657	3.710309
ENSG00000131779	5.471924	5.088856
ENSG00000265241	5.623257	4.757891
ENSG00000211451	2.405753	4.785662
ENSG00000271601	4.232904	4.898304
ENSG00000272031	5.083940	4.856202
ENSG00000121851	4.391340	4.746892
ENSG00000265972	6.246935	5.699170
ENSG00000276975	2.213949	3.378116
ENSG00000268043	3.732463	3.043563
ENSG00000131791	4.887077	4.205837
ENSG00000237188	2.194495	4.071243
ENSG00000131778	4.785739	4.437911
ENSG00000116128	4.594957	4.065219
ENSG00000162836	3.231864	2.833993
ENSG00000263956	2.811838	2.972622
ENSG00000274020	2.630486	4.991788
ENSG00000270629	2.280472	3.436316
ENSG00000178104	6.949583	4.938969
ENSG00000269713	2.728160	2.818291
ENSG00000215861	4.163051	5.124389
ENSG00000271383	3.033578	3.345055
ENSG00000277147	2.968096	3.473329
ENSG00000261716	2.934321	3.600461
ENSG00000184678	3.949717	3.971487
ENSG00000178096	3.264719	3.730237
ENSG00000159164	8.258893	6.553341
ENSG00000143368	4.597919	5.170858
ENSG00000014914	2.869935	4.055880
ENSG00000264522	4.679539	5.458197
ENSG00000136631	5.557285	3.946104
ENSG00000023902	5.764939	6.185286
ENSG00000143401	5.821809	5.040413
ENSG00000118298	2.175223	4.630402
ENSG00000117362	5.543934	5.466055
ENSG00000118292	2.676215	5.197032
ENSG00000159208	3.418796	5.142389
ENSG00000266472	6.175146	5.646535
ENSG00000117360	5.007476	4.979285
ENSG00000163125	5.433757	5.148648
ENSG00000143374	4.710262	4.262677
ENSG00000143369	4.199668	4.391814
ENSG00000143384	6.477453	5.592205
ENSG00000143420	7.837716	6.596370
ENSG00000143457	3.844987	4.497582
ENSG00000163131	2.544246	2.232167
ENSG00000143387	2.399740	3.784427
ENSG00000143437	4.701709	4.970839
ENSG00000143379	3.895288	4.068228
ENSG00000143418	4.512620	5.391330
ENSG00000143409	3.835640	4.526735
ENSG00000143363	4.063608	4.533286
ENSG00000197622	5.399748	5.149417
ENSG00000213190	7.207172	9.415499
ENSG00000143458	3.959499	4.608433
ENSG00000143434	4.789265	3.943926
ENSG00000163156	4.003981	3.158742
ENSG00000163155	3.468935	4.405699
ENSG00000163159	4.987696	5.069122
ENSG00000143398	4.960869	5.155692
ENSG00000159352	6.867758	4.709351
ENSG00000143373	4.452797	4.124856
ENSG00000143393	6.025661	5.123357
ENSG00000143390	4.717459	4.330575
ENSG00000143416	5.198253	4.280560
ENSG00000159377	6.660842	4.860023
ENSG00000143442	6.619378	5.731426
ENSG00000143375	2.581772	6.116203
ENSG00000143367	3.190903	4.050974
ENSG00000143376	6.308291	6.519872
ENSG00000159409	6.802392	5.210357
ENSG00000143436	3.975748	4.009850
ENSG00000182134	4.098984	4.490314
ENSG00000159445	3.951757	3.527361
ENSG00000197747	3.357957	4.138544
ENSG00000163191	3.116574	4.715925
ENSG00000163220	2.895046	1.820617
ENSG00000143546	2.382965	1.945902
ENSG00000197956	6.003228	5.460719
ENSG00000188643	5.125843	5.795783
ENSG00000189171	5.860893	4.285441
ENSG00000160678	3.767983	5.161997
ENSG00000160679	5.814530	5.890656
ENSG00000143553	4.486507	4.678482
ENSG00000143621	5.871954	5.681011
ENSG00000143624	5.488639	5.000624
ENSG00000143554	3.455865	4.360599
ENSG00000143614	5.441493	4.832877
ENSG00000198837	6.672179	5.220352
ENSG00000160741	4.730578	4.986959
ENSG00000143570	4.614406	4.035163
ENSG00000143543	6.154979	5.032336
ENSG00000143545	4.443516	4.247184
ENSG00000177954	7.419592	7.076172
ENSG00000143549	7.538899	4.638918
ENSG00000143612	7.147940	7.191431
ENSG00000143569	6.477065	5.200498
ENSG00000143575	5.602661	4.479254
ENSG00000143515	5.135552	4.996987
ENSG00000160712	3.284361	3.287245
ENSG00000169291	2.668377	3.172585
ENSG00000160714	6.327849	5.948592
ENSG00000160716	5.223076	5.838730
ENSG00000160710	7.718392	5.833564
ENSG00000143603	5.008127	4.571813
ENSG00000163344	5.439124	4.475439
ENSG00000163346	7.070904	5.477918
ENSG00000163348	5.455159	4.076850
ENSG00000160691	4.582378	4.322682
ENSG00000173207	2.022312	4.184973
ENSG00000160688	4.078736	4.278482
ENSG00000160685	3.958122	4.448120
ENSG00000143537	5.300806	5.068052
ENSG00000143590	4.554274	6.023261
ENSG00000169242	3.573792	3.960653
ENSG00000169241	2.809261	3.911266
ENSG00000179085	3.392125	4.528760
ENSG00000163463	4.778873	5.924480
ENSG00000163462	4.555692	6.006487
ENSG00000231064	2.615886	4.106816
ENSG00000169231	3.454423	3.692280
ENSG00000173171	2.534858	4.538332
ENSG00000160766	3.392270	4.423675
ENSG00000177628	4.359516	4.455223
ENSG00000160767	5.223974	5.388889
ENSG00000116521	5.046169	4.901954
ENSG00000176444	4.647116	5.092143
ENSG00000143630	3.855671	4.656060
ENSG00000160752	4.736908	4.997167
ENSG00000225855	2.330362	4.182850
ENSG00000160753	6.268325	5.708163
ENSG00000116539	6.559371	4.895059
ENSG00000125459	3.107563	4.408498
ENSG00000163374	5.146599	5.336391
ENSG00000132676	5.210337	4.709211
ENSG00000116580	4.796948	7.530718
ENSG00000132718	8.695612	7.560226
ENSG00000143622	3.671563	4.111577
ENSG00000132680	5.368160	5.034182
ENSG00000116584	6.462957	4.059981
ENSG00000163479	5.527790	5.108886
ENSG00000160803	6.331801	4.903738
ENSG00000116586	4.408840	4.919841
ENSG00000160789	5.048801	3.476459
ENSG00000196189	5.029281	5.308512
ENSG00000160785	5.882230	4.714179
ENSG00000160783	4.064536	4.559284
ENSG00000242252	2.146421	4.065210
ENSG00000160781	8.005011	5.257650
ENSG00000198952	6.675694	5.002670
ENSG00000163472	2.156971	5.211513
ENSG00000198715	2.874267	4.558356
ENSG00000163468	6.742133	3.971366
ENSG00000125462	8.111608	4.938270
ENSG00000116604	6.619211	7.344639
ENSG00000163382	5.466389	4.862343
ENSG00000160818	4.877977	4.582273
ENSG00000132702	5.111887	5.929960
ENSG00000132692	7.448363	4.132662
ENSG00000132688	4.915210	4.516437
ENSG00000143320	2.693610	3.360309
ENSG00000143319	4.076329	4.284295
ENSG00000143303	3.848666	4.860832
ENSG00000143314	4.823268	5.017949
ENSG00000143321	6.710791	5.353431
ENSG00000143294	5.457771	5.762433
ENSG00000187800	2.966740	3.821890
ENSG00000132694	6.534938	6.049655
ENSG00000117036	3.863823	4.181337
ENSG00000183853	2.714427	4.632960
ENSG00000163565	3.518425	2.499964
ENSG00000162706	7.514819	6.492773
ENSG00000213088	3.674321	4.689467
ENSG00000158716	3.149066	3.685254
ENSG00000188004	2.648717	4.589603
ENSG00000158710	5.239058	4.483424
ENSG00000177807	7.062784	6.686821
ENSG00000143315	2.561999	2.992437
ENSG00000162728	7.236346	7.410823
ENSG00000162729	7.441417	5.361434
ENSG00000018625	9.981345	6.568225
ENSG00000143318	4.101709	3.489466
ENSG00000162734	9.630511	7.638254
ENSG00000132716	6.854485	5.229756
ENSG00000162735	6.213187	4.357536
ENSG00000122218	7.243906	5.670809
ENSG00000162736	5.344605	5.796576
ENSG00000162738	3.699227	4.154332
ENSG00000158769	3.614921	2.827272
ENSG00000215845	3.276191	3.496476
ENSG00000158773	5.381592	4.687767
ENSG00000162755	4.284922	4.049239
ENSG00000143256	5.542569	5.561564
ENSG00000158793	4.525351	5.438060
ENSG00000158796	4.295899	5.038344
ENSG00000143222	5.978282	5.177219
ENSG00000143258	4.529614	4.685906
ENSG00000143224	3.741876	3.787695
ENSG00000158850	4.472010	5.089190
ENSG00000158859	3.614318	5.292221
ENSG00000158864	6.723248	3.841963
ENSG00000158869	2.254432	4.154127
ENSG00000158882	4.537672	5.012625
ENSG00000248485	4.724619	4.940852
ENSG00000143252	6.520228	5.222984
ENSG00000143226	2.160541	2.735080
ENSG00000203747	3.109047	2.839386
ENSG00000081721	3.383999	4.367574
ENSG00000118217	4.840006	3.656115
ENSG00000198929	5.395979	4.957853
ENSG00000239887	2.237957	3.598807
ENSG00000152332	6.510331	4.940596
ENSG00000117143	4.560747	4.740920
ENSG00000162733	4.389335	4.513220
ENSG00000132196	3.008251	4.055324
ENSG00000117152	8.281646	6.839136
ENSG00000143248	7.796361	2.589879
ENSG00000185630	6.305340	4.430676
ENSG00000143171	3.181511	3.680706
ENSG00000143198	6.672628	5.904963
ENSG00000143149	5.871278	4.426481
ENSG00000143183	5.158222	4.553619
ENSG00000143179	2.151326	4.623643
ENSG00000188859	4.115839	4.255623
ENSG00000143157	5.965587	5.342046
ENSG00000152382	4.085999	4.156855
ENSG00000143195	4.927279	4.778492
ENSG00000143194	2.163796	4.675845
ENSG00000143190	4.756074	4.889673
ENSG00000143162	5.322700	4.658134
ENSG00000198771	2.850403	3.755769
ENSG00000197965	4.969822	5.335282
ENSG00000143158	5.880442	5.523322
ENSG00000143164	6.606762	5.768559
ENSG00000143147	3.866447	5.441017
ENSG00000143155	5.236391	4.892790
ENSG00000213064	4.026025	4.835290
ENSG00000143153	9.045355	6.003967
ENSG00000143156	3.081719	3.260289
ENSG00000117475	3.782681	3.355890
ENSG00000117477	3.342620	2.363552
ENSG00000117479	3.287648	3.628777
ENSG00000000457	2.926369	4.644292
ENSG00000075945	6.818130	4.065351
ENSG00000120370	2.706924	3.534258
ENSG00000116132	4.015513	3.396929
ENSG00000117523	6.577660	5.818112
ENSG00000117533	5.317248	4.923394
ENSG00000010165	4.334832	3.418742
ENSG00000197959	6.764971	6.650224
ENSG00000135845	3.786237	3.748844
ENSG00000094975	4.434893	4.535522
ENSG00000117592	6.945114	5.652480
ENSG00000076321	3.500663	3.995320
ENSG00000117593	2.886528	2.568298
ENSG00000234741	5.189669	4.674886
ENSG00000185278	3.878967	5.116036
ENSG00000135870	4.567127	5.103529
ENSG00000152061	5.986655	4.420767
ENSG00000116161	6.866793	5.418328
ENSG00000120333	4.739463	5.131297
ENSG00000235750	2.584240	2.743401
ENSG00000116147	7.352697	5.413170
ENSG00000143207	4.486891	4.091135
ENSG00000152092	7.018223	7.204248
ENSG00000198797	5.986420	5.639758
ENSG00000120341	3.823434	3.887481
ENSG00000242193	3.224897	4.345774
ENSG00000075391	5.552944	4.901396
ENSG00000116191	3.285899	4.056329
ENSG00000116199	6.195706	5.110887
ENSG00000186283	3.986830	3.567463
ENSG00000143322	4.948065	5.104253
ENSG00000057252	3.569037	4.195128
ENSG00000169905	5.226538	5.157590
ENSG00000143337	5.342357	5.401416
ENSG00000135837	4.939156	4.527424
ENSG00000116260	5.520027	5.376232
ENSG00000230124	4.436454	4.074265
ENSG00000143324	5.148459	4.949596
ENSG00000135835	3.378079	3.287475
ENSG00000135823	5.464400	5.212209
ENSG00000153029	2.816080	6.011771
ENSG00000162783	4.790908	4.438265
ENSG00000198216	6.090138	4.077850
ENSG00000135821	10.688975	5.474728
ENSG00000135828	2.919777	3.875317
ENSG00000143333	2.920010	3.032948
ENSG00000135824	2.905641	4.357346
ENSG00000135838	3.709052	4.591408
ENSG00000135829	6.470833	5.321636
ENSG00000135862	4.367957	4.302317
ENSG00000157064	7.205299	8.272208
ENSG00000116698	6.310907	5.004818
ENSG00000162704	5.671857	6.194540
ENSG00000143344	6.147242	5.685897
ENSG00000198756	5.501183	5.147104
ENSG00000198860	4.426927	4.498957
ENSG00000116667	6.698756	5.899258
ENSG00000116406	4.827107	4.319391
ENSG00000121481	3.514794	3.959344
ENSG00000121486	4.140645	3.687785
ENSG00000116668	2.399109	3.646097
ENSG00000116679	5.718900	4.422662
ENSG00000047410	5.639679	3.511664
ENSG00000157181	4.040550	3.409854
ENSG00000073756	2.665527	3.009575
ENSG00000162670	3.998365	4.817650
ENSG00000090104	2.513560	4.799469
ENSG00000116741	4.706852	3.775789
ENSG00000116750	5.386457	4.605692
ENSG00000116747	4.154415	5.591952
ENSG00000023572	3.328257	4.828865
ENSG00000134371	4.085456	5.094517
ENSG00000162630	4.636678	5.477851
ENSG00000162687	3.171205	4.708241
ENSG00000000971	3.659320	1.605826
ENSG00000177888	4.669899	4.166476
ENSG00000134376	3.692366	4.600420
ENSG00000213047	2.902122	3.832837
ENSG00000151414	5.088933	5.393683
ENSG00000081237	2.277350	3.768607
ENSG00000162702	3.828065	4.584266
ENSG00000118197	3.069625	3.623472
ENSG00000118200	6.683932	5.252674
ENSG00000116852	6.587263	5.457695
ENSG00000116857	6.637678	5.175455
ENSG00000163395	2.003276	3.261585
ENSG00000118194	4.673720	4.693706
ENSG00000174307	5.315190	6.061978
ENSG00000159176	8.558668	4.755842
ENSG00000134369	6.130983	3.432317
ENSG00000198700	6.284499	5.237004
ENSG00000198892	6.384490	7.565117
ENSG00000163431	3.300576	3.986961
ENSG00000134375	5.537264	5.326439
ENSG00000176393	4.151078	5.106892
ENSG00000170075	6.854299	7.073198
ENSG00000143862	6.204759	7.378802
ENSG00000077152	2.893818	3.765322
ENSG00000077157	6.216165	5.210940
ENSG00000143858	3.508690	5.703266
ENSG00000117139	4.922292	5.394447
ENSG00000183155	4.040102	4.861760
ENSG00000117153	5.327669	4.793477
ENSG00000159346	5.872941	5.226820
ENSG00000159348	4.985361	4.493888
ENSG00000163444	5.678044	4.893315
ENSG00000143847	7.035318	5.207137
ENSG00000163485	6.038347	4.395935
ENSG00000133048	5.286831	6.304929
ENSG00000159388	5.230627	4.782746
ENSG00000188783	4.690658	5.758450
ENSG00000058668	7.221513	6.671529
ENSG00000182004	4.175959	4.276286
ENSG00000143842	4.190906	3.928937
ENSG00000143845	2.972547	4.541540
ENSG00000143850	6.824312	4.044114
ENSG00000158615	4.949309	5.287064
ENSG00000133056	4.564448	5.534737
ENSG00000198625	4.904237	5.214811
ENSG00000170382	4.724449	5.532664
ENSG00000163531	7.511360	6.032191
ENSG00000184144	6.910713	6.474814
ENSG00000174529	2.778941	3.536655
ENSG00000117222	4.372512	4.627645
ENSG00000133059	5.809706	5.273595
ENSG00000133069	6.772021	6.687516
ENSG00000162873	3.105721	4.090724
ENSG00000117266	6.272458	5.825082
ENSG00000174514	6.380027	6.039119
ENSG00000158711	4.301034	4.447826
ENSG00000158715	2.470903	4.177240
ENSG00000069275	8.210657	7.416024
ENSG00000117280	4.209733	4.216504
ENSG00000133065	5.730410	4.921488
ENSG00000266028	5.734634	5.082593
ENSG00000266094	4.103931	4.076475
ENSG00000143486	4.057086	4.057480
ENSG00000162889	4.950328	5.441437
ENSG00000123836	5.265066	3.628543
ENSG00000180667	3.803153	4.469114
ENSG00000196352	3.701304	4.685052
ENSG00000117335	5.967848	5.438644
ENSG00000203709	3.782834	4.076408
ENSG00000174059	4.509494	3.227212
ENSG00000076356	6.355259	5.342385
ENSG00000008118	5.957665	5.912213
ENSG00000196878	3.022725	3.812373
ENSG00000117597	3.903234	3.597458
ENSG00000143469	3.536704	4.901252
ENSG00000082497	2.874597	3.798694
ENSG00000054392	2.665412	5.404563
ENSG00000143473	2.972014	6.161324
ENSG00000117625	5.134702	5.034703
ENSG00000082512	3.487281	3.930127
ENSG00000170385	4.910984	5.326008
ENSG00000123684	5.997867	5.485117
ENSG00000143493	3.297462	2.983957
ENSG00000066027	5.347610	5.254077
ENSG00000065600	3.477640	4.635074
ENSG00000117691	5.403016	4.679897
ENSG00000162772	3.005261	4.836755
ENSG00000123685	2.264937	3.503647
ENSG00000117697	4.071149	3.620319
ENSG00000203705	4.201295	4.191354
ENSG00000162769	3.413043	3.489325
ENSG00000174606	4.907700	4.810712
ENSG00000136643	5.302549	4.714671
ENSG00000117707	3.238929	3.374087
ENSG00000143499	5.595805	5.416222
ENSG00000152104	4.234755	4.975810
ENSG00000082482	2.757322	4.379842
ENSG00000136636	5.365495	4.387828
ENSG00000196482	3.576605	3.353078
ENSG00000092978	3.399484	3.361230
ENSG00000067533	3.403596	3.758332
ENSG00000092969	3.606801	4.446192
ENSG00000143353	3.786431	4.786615
ENSG00000196660	2.955215	4.700254
ENSG00000136628	6.051895	4.910173
ENSG00000162813	3.718893	4.846653
ENSG00000067704	5.858690	4.204489
ENSG00000118873	5.158414	5.110750
ENSG00000218283	3.639612	3.708984
ENSG00000116141	5.148351	5.322425
ENSG00000162817	7.242342	5.853926
ENSG00000117791	4.191370	4.435144
ENSG00000186205	3.830561	3.968123
ENSG00000143507	2.260243	3.893908
ENSG00000154305	5.652114	5.139831
ENSG00000186063	4.279055	4.575857
ENSG00000162819	4.793820	4.997960
ENSG00000154309	2.312202	3.905774
ENSG00000143502	5.500788	5.869333
ENSG00000162909	6.486302	5.124988
ENSG00000143514	6.183010	4.528656
ENSG00000272645	2.587628	3.877479
ENSG00000143756	4.966198	5.217008
ENSG00000143753	5.375092	4.129649
ENSG00000143748	3.282098	4.479506
ENSG00000143771	4.263505	4.515813
ENSG00000162923	6.098899	5.133900
ENSG00000143786	4.201276	5.853694
ENSG00000143815	3.641141	5.237245
ENSG00000154380	6.056837	5.417292
ENSG00000143742	7.072754	5.465517
ENSG00000143819	6.258538	5.311120
ENSG00000196187	4.938340	4.055692
ENSG00000143811	5.644607	4.723222
ENSG00000143751	3.464507	4.818929
ENSG00000163041	4.193997	5.737161
ENSG00000182827	4.497712	5.307001
ENSG00000143799	6.817542	5.406927
ENSG00000203685	6.548755	5.914125
ENSG00000143772	6.998552	5.123825
ENSG00000143801	4.070710	4.745317
ENSG00000163050	5.199272	4.121074
ENSG00000143776	6.707447	5.671436
ENSG00000181450	2.391308	3.262055
ENSG00000143740	5.627732	3.279398
ENSG00000081692	2.835039	4.009954
ENSG00000143761	8.304632	6.258201
ENSG00000143793	4.168997	4.071343
ENSG00000162910	4.797674	5.013236
ENSG00000143774	8.211229	5.315211
ENSG00000198835	3.074099	3.679565
ENSG00000181873	2.940330	4.120850
ENSG00000154358	4.434561	3.090699
ENSG00000154370	4.355967	4.390406
ENSG00000162931	3.525148	3.969352
ENSG00000181218	2.948993	2.781069
ENSG00000168159	7.970878	6.766496
ENSG00000116574	5.250591	3.504342
ENSG00000168118	5.493103	6.287013
ENSG00000154429	6.031722	6.182665
ENSG00000143632	2.266241	2.909468
ENSG00000069248	5.136376	4.053839
ENSG00000135776	3.691357	3.322306
ENSG00000135801	3.864492	4.516884
ENSG00000135763	2.615189	4.389909
ENSG00000143641	5.148189	4.274786
ENSG00000177614	6.696328	5.563383
ENSG00000135775	4.169822	4.189843
ENSG00000135744	7.233898	5.232362
ENSG00000119280	6.155984	5.586685
ENSG00000143643	3.643820	5.029713
ENSG00000173409	4.359295	4.570309
ENSG00000182118	2.722383	2.906283
ENSG00000119283	2.331884	3.238501
ENSG00000143633	2.785461	3.825929
ENSG00000116906	5.093871	3.850851
ENSG00000116903	3.699214	4.004273
ENSG00000010072	2.454560	4.971752
ENSG00000135766	6.061378	5.541386
ENSG00000116918	5.137262	5.104751
ENSG00000162946	3.079342	4.040873
ENSG00000116991	5.606483	4.236502
ENSG00000135778	5.444079	4.245379
ENSG00000135749	5.785636	5.581727
ENSG00000143674	2.853528	3.779171
ENSG00000135750	5.485529	5.120872
ENSG00000183780	3.980219	3.736344
ENSG00000168275	3.973583	3.406796
ENSG00000059588	5.925599	4.405456
ENSG00000231768	2.017277	4.977433
ENSG00000168264	5.602762	5.665356
ENSG00000173726	8.086830	7.635523
ENSG00000054267	4.933913	5.406018
ENSG00000152904	4.539894	5.408613
ENSG00000162885	2.292279	3.717695
ENSG00000168243	5.305819	5.294854
ENSG00000143669	4.870201	5.242748
ENSG00000116962	3.216974	3.642446
ENSG00000077585	4.796249	5.539817
ENSG00000086619	4.005151	3.648660
ENSG00000116977	5.169632	4.496222
ENSG00000119285	3.285847	3.294354
ENSG00000077522	5.864612	4.486765
ENSG00000116984	5.091936	4.182477
ENSG00000198626	5.856494	5.167211
ENSG00000133019	5.253539	4.856411
ENSG00000155816	6.147424	4.031958
ENSG00000180875	3.359166	4.717922
ENSG00000182901	5.733841	5.818812
ENSG00000091483	5.731536	4.662519
ENSG00000054277	2.437417	4.023174
ENSG00000203668	4.262721	4.584960
ENSG00000180287	2.992527	3.572498
ENSG00000143702	5.390152	6.109878
ENSG00000054282	4.007045	4.784386
ENSG00000117020	6.779503	5.190649
ENSG00000179456	7.105189	5.871755
ENSG00000035687	5.082643	5.345776
ENSG00000121644	3.776508	4.435407
ENSG00000153187	8.021142	7.058415
ENSG00000203666	3.537707	4.753800
ENSG00000162849	3.840391	4.258904
ENSG00000185420	3.938599	4.562350
ENSG00000162851	2.590127	3.944740
ENSG00000162852	5.612482	3.593361
ENSG00000143653	5.594147	4.786913
ENSG00000260855	2.115997	3.900247
ENSG00000153207	4.842358	4.557911
ENSG00000259865	2.265292	2.839117
ENSG00000227671	2.328251	3.820885
ENSG00000162714	4.704781	4.779941
ENSG00000162711	2.446023	3.567634
ENSG00000196071	2.103708	3.806792
ENSG00000259823	2.180859	4.006447
ENSG00000175137	5.597446	5.068338
ENSG00000171161	4.399982	4.097409
ENSG00000035115	4.929337	5.290897
ENSG00000143727	5.849423	4.019429
ENSG00000151353	3.766306	3.692176
ENSG00000130508	3.647251	4.695277
ENSG00000186487	6.591557	4.285139
ENSG00000032389	4.967969	4.576510
ENSG00000171853	5.027255	4.651281
ENSG00000182551	5.433130	5.108767
ENSG00000171865	3.175040	4.346034
ENSG00000234171	2.448456	3.848196
ENSG00000171863	7.424411	5.716335
ENSG00000232044	4.279554	4.514797
ENSG00000134326	2.871546	4.481285
ENSG00000134321	2.778511	3.561221
ENSG00000228203	3.394046	4.541173
ENSG00000151692	5.809796	5.841209
ENSG00000115738	6.560781	4.512434
ENSG00000134313	7.140735	5.033771
ENSG00000143797	5.856124	5.326599
ENSG00000151693	3.617076	5.171788
ENSG00000119185	6.134389	4.426126
