tracks,weights
DNASE:left kidney female embryo (107 days),0
DNASE:Peyer's patch male adult (37 years),0
DNASE:renal pelvis male embryo (113 days),0
DNASE:prostate gland male adult (37 years),0
DNASE:HeLa-S3,0
DNASE:left lung female embryo (110 days),0
DNASE:thymus male embryo (104 days),0
DNASE:neural progenitor cell originated from H9,0
DNASE:trophoblast cell embryo (39 weeks) and embryo (40 weeks),0
DNASE:right lung male embryo (96 days),0
DNASE:H9 G1 phase genetically modified using stable transfection,0
DNASE:small intestine male embryo (87 days),0
DNASE:spinal cord female embryo (87 days),0
DNASE:left kidney female embryo (110 days),0
DNASE:arm bone male embryo (81 day),0
DNASE:testis male adult (54 years),0
DNASE:transverse colon male adult (37 years),0
DNASE:right renal pelvis male embryo (105 days),0
DNASE:lung embryo (101 day),0
DNASE:inferior parietal cortex male adult (84 years),0
DNASE:kidney capillary endothelial cell female embryo (113 days),0
DNASE:placenta male embryo (91 day),0
DNASE:right kidney male embryo (115 days),0
DNASE:coronary artery female adult (51 year),0
ATAC:BM0106-Day0-MCP-A / Bone Marrow CD34+ / pDC,0
ATAC:BM0106-UNK-ATAC-2 / Bone Marrow CD34+ / UNK,0
ATAC:BM0828-MEGA1-A-151109 / Bone Marrow CD34+ / Mega,-0.015564
ATAC:BM1077-MCP / Bone Marrow CD34+ / pDC,0
ATAC:BM1077-UNK / Bone Marrow CD34+ / UNK,0
ATAC:BM1137-GMP1-low-ATAC-2 / Bone Marrow CD34+ / GMP-A,0
ATAC:BM1137-GMP2-mid-ATAC-1 / Bone Marrow CD34+ / GMP-B,0
ATAC:BM1137-GMP3-high-ATAC-2 / Bone Marrow CD34+ / GMP-C,0
ATAC:BM1214-Day0-MCP / Bone Marrow CD34+ / pDC,0
ATAC:BM1214-Day0-UNK-A / Bone Marrow CD34+ / UNK,0
CHIP:CTCF:MCF-7,0
CHIP:TAF1:MCF-7,0
CHIP:H3K4me3:GM12878,0
CHIP:CTCF:GM12878,0
CHIP:H3K27ac:GM12878,0
CHIP:H3K27me3:GM12878,0
CHIP:H3K4me1:GM12878,-0.007465
CHIP:H3K4me2:GM12878,0
CHIP:H3K9ac:GM12878,0
CHIP:H4K20me1:GM12878,0
CHIP:H3K27me3:endothelial cell of umbilical vein male newborn,0
CHIP:H3K4me2:endothelial cell of umbilical vein male newborn,0.003772
CHIP:H3K4me3:endothelial cell of umbilical vein male newborn,0
CHIP:CTCF:K562,-0.000937
CHIP:H3K27me3:K562,0
CHIP:H3K36me3:K562,0
CHIP:H3K4me2:K562,0
CHIP:H3K4me3:K562,0
CHIP:H3K9ac:K562,0
CHIP:H3K9me1:K562,0
CHIP:CTCF:endothelial cell of umbilical vein male newborn,0
CHIP:H3K27ac:endothelial cell of umbilical vein male newborn,0
CHIP:H3K27ac:keratinocyte female,0
CHIP:H3K27ac:mammary epithelial cell female adult (50 years),0
CHIP:H3K27me3:mammary epithelial cell female adult (50 years),0
CHIP:H3K36me3:mammary epithelial cell female adult (50 years),0.022234
CHIP:H3K4me2:HepG2,0
CHIP:H3K9ac:HepG2,0
CHIP:CTCF:H1-hESC,0
CHIP:H3K4me1:mammary epithelial cell female adult (50 years),0
CHIP:H3K4me2:mammary epithelial cell female adult (50 years),0
CHIP:H3K4me3:mammary epithelial cell female adult (50 years),0
CHIP:H4K20me1:mammary epithelial cell female adult (50 years),0
CHIP:H3K4me3:HepG2,0
CHIP:H4K20me1:HepG2,0
CHIP:H3K27ac:fibroblast of lung female child (11 year) and male adult (45 years),-0.000653
CHIP:H3K27me3:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H3K36me3:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H3K4me3:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H3K9ac:fibroblast of lung female child (11 year) and male adult (45 years),-0.00175
CHIP:H3K27ac:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K27me3:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K36me3:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K4me1:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K4me2:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K4me3:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K9ac:skeletal muscle myoblast male adult (22 years),0
CHIP:H4K20me1:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K27ac:H1-hESC,0
CHIP:H3K79me2:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K9me3:skeletal muscle myoblast male adult (22 years),0
CHIP:CTCF:myotube,0
CHIP:H2AFZ:myotube,0
CHIP:H3K27ac:myotube,0
CHIP:H3K36me3:myotube,-0.001234
CHIP:H3K4me1:myotube,0
CHIP:H3K4me2:myotube,-0.000035
CHIP:H3K4me3:myotube,0
CHIP:CTCF:HeLa-S3,0
CHIP:H3K27ac:HeLa-S3,0
CHIP:H3K4me2:HeLa-S3,0
CHIP:H3K4me3:HeLa-S3,0
CHIP:H3K79me2:HeLa-S3,0
CHIP:H3K9ac:HeLa-S3,0
CHIP:H4K20me1:HeLa-S3,-0.023873
CHIP:H3K27me3:HepG2,0
CHIP:H3K79me2:myotube,0
CHIP:CTCF:astrocyte,0
CHIP:H3K27ac:astrocyte,-0.005872
CHIP:H3K4me3:astrocyte,0
CHIP:H2AFZ:GM12878,0
CHIP:H3K79me2:GM12878,0
CHIP:H3K9ac:myotube,0
CHIP:H4K20me1:myotube,0
CHIP:H2AFZ:skeletal muscle myoblast male adult (22 years),0
CHIP:H3K27me3:HeLa-S3,0
CHIP:H2AFZ:K562,0
CHIP:H3K79me2:K562,0
CHIP:H3K9me3:K562,0
CHIP:H2AFZ:osteoblast,0
CHIP:H3K27ac:osteoblast,-0.005523
CHIP:H3K36me3:osteoblast,-0.005662
CHIP:H3K4me1:osteoblast,0.00411
CHIP:H3K4me2:osteoblast,0
CHIP:H3K9me3:osteoblast,-0.054389
CHIP:CTCF:fibroblast of dermis,0
CHIP:H3K27ac:fibroblast of dermis,-0.001289
CHIP:H3K4me3:fibroblast of dermis NONE and female adult,0
CHIP:H3K4me1:HepG2,0
CHIP:H3K4me1:HeLa-S3,0.0066
CHIP:KDM5B:K562,0
CHIP:RBBP5:H1-hESC,0
CHIP:HDAC1:K562,0
CHIP:HDAC2:K562,0
CHIP:PHF8:K562,0.001794
CHIP:RBBP5:K562,0
CHIP:SAP30:K562,0
CHIP:CHD1:H1-hESC,0
CHIP:H3K9me3:myotube,0
CHIP:H2AFZ:HeLa-S3,0
CHIP:H3K9me3:HeLa-S3,0
CHIP:H3K27me3:osteoblast,0
CHIP:H4K20me1:osteoblast,0.046934
CHIP:H2AFZ:DND-41,0
CHIP:H3K27ac:DND-41,0
CHIP:H3K36me3:DND-41,0
CHIP:H3K4me1:DND-41,0
CHIP:H3K4me3:DND-41,-0.001438
CHIP:H3K79me2:DND-41,0.003923
CHIP:H4K20me1:DND-41,0.004749
CHIP:EZH2:GM12878,0
CHIP:EZH2:mammary epithelial cell female adult (50 years),0
CHIP:H2AFZ:mammary epithelial cell female adult (50 years),0
CHIP:H3K9me3:mammary epithelial cell female adult (50 years),0.027858
CHIP:EZH2:skeletal muscle myoblast male adult (22 years),0
CHIP:EZH2:HepG2,0
CHIP:H2AFZ:keratinocyte female,-0.001356
CHIP:H3K79me2:keratinocyte female,0
CHIP:H3K9me3:keratinocyte female,0
CHIP:EZH2:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H2AFZ:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H3K9me3:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H3K9ac:astrocyte,0
CHIP:H4K20me1:astrocyte,0
CHIP:H3K9ac:DND-41,0
CHIP:H3K9me3:DND-41,0
CHIP:H3K79me2:mammary epithelial cell female adult (50 years),0
CHIP:H2AFZ:endothelial cell of umbilical vein male newborn,0.026236
CHIP:H3K79me2:endothelial cell of umbilical vein male newborn,-0.002826
CHIP:EZH2:fibroblast of dermis,0
CHIP:H3K79me2:fibroblast of lung female child (11 year) and male adult (45 years),0
CHIP:H3K79me2:osteoblast,0
CHIP:H3K4me3:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K27ac:CD14-positive monocyte female,0
CHIP:H3K27me3:CD14-positive monocyte female,0
CHIP:H3K36me3:CD14-positive monocyte female,0
CHIP:H3K4me1:CD14-positive monocyte female,0
CHIP:H3K4me3:CD14-positive monocyte female,0
CHIP:H3K79me2:CD14-positive monocyte female,0
CHIP:H3K9me3:CD14-positive monocyte female,0
CHIP:H4K20me1:CD14-positive monocyte female,0.008989
CHIP:H3K4me3:A549 treated with 100 nM dexamethasone for 1 hour,0
CHIP:H3K9ac:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K27me3:DND-41,0
CHIP:H3K9me3:endothelial cell of umbilical vein male newborn,0
CHIP:EZH2:HeLa-S3,0.017943
CHIP:H3K9me3:HepG2,-0.009086
CHIP:H3K9ac:CD14-positive monocyte female,0
CHIP:H3K4me3:osteoblast,0
CHIP:H3K27me3:myotube,0
CHIP:HDAC6:K562,0
CHIP:PHF8:H1-hESC,0
CHIP:CTCF:CD14-positive monocyte female,0
CHIP:H3K79me2:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:HDAC6:H1-hESC,0
CHIP:SAP30:H1-hESC,0
CHIP:SUZ12:H1-hESC,-0.03169
CHIP:CREBBP:K562,-0.007507
CHIP:CBX3:K562,-0.011024
CHIP:KAT2B:K562,0
CHIP:SIRT6:K562,0
CHIP:SUZ12:K562,-0.002938
CHIP:CTCF:A549 treated with 100 nM dexamethasone for 1 hour,0
CHIP:H2AFZ:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K27ac:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K27me3:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K4me1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K9me3:A549 treated with 0.02% ethanol for 1 hour,-0.024126
CHIP:H4K20me1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H3K27ac:B cell female adult (27 years),0
CHIP:EP300:H1-hESC,0.035671
CHIP:SIRT6:H1-hESC,0.014079
CHIP:SETDB1:K562,0
CHIP:CTCF:B cell female adult (27 years) and female adult (43 years),0
CHIP:H2AFZ:B cell female adult (27 years) and female adult (43 years),0
CHIP:H3K4me2:B cell female adult (27 years) and female adult (43 years),0.002878
CHIP:CHD7:H1-hESC,0
CHIP:HDAC2:H1-hESC,0
CHIP:KDM4A:H1-hESC,0
CHIP:WHSC1:K562,-0.01306
CHIP:H3K27ac:A549 treated with 100 nM dexamethasone for 1 hour,0
CHIP:H3K4me2:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:H4K20me1:B cell female adult (27 years),0
CHIP:FOXP2:SK-N-MC,0
CHIP:POLR2A:GM12878,-0.011655
CHIP:SRF:GM12878,0
CHIP:REST:GM12878,0
CHIP:USF1:GM12878,-0.017125
CHIP:JUND:HepG2,0
CHIP:SIN3A:HepG2,0
CHIP:USF1:HepG2,0
CHIP:POLR2A:HeLa-S3,0
CHIP:PBX3:GM12878,0
CHIP:TAF1:GM12878,0
CHIP:BATF:GM12878,0
CHIP:EBF1:GM12878,0
CHIP:IRF4:GM12878,0
CHIP:TCF12:GM12878,0.000867
CHIP:BCL11A:GM12878,0
CHIP:EP300:GM12878,0
CHIP:ZBTB33:GM12878,0
CHIP:PAX5:GM12878,0.002781
CHIP:NR3C1:A549 treated with 500 pM dexamethasone for 1 hour,0
CHIP:NR3C1:A549 treated with 50 nM dexamethasone for 1 hour,0
CHIP:NR3C1:A549 treated with 5 nM dexamethasone for 1 hour,0
CHIP:POLR2A:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:POLR2A:A549 treated with 100 nM dexamethasone for 1 hour,0
CHIP:PAX5:GM12878,0
CHIP:REST:H1-hESC,0.002818
CHIP:POLR2A:H1-hESC,-0.002826
CHIP:TAF1:H1-hESC,0
CHIP:FOSL2:HepG2,0
CHIP:GABPA:HeLa-S3,0
CHIP:TAF1:HeLa-S3,0
CHIP:RXRA:HepG2,-0.005994
CHIP:POLR2A:GM12892,0
CHIP:POLR2AphosphoS5:GM12892,0
CHIP:TAF1:GM12892,0
CHIP:POLR2AphosphoS5:H1-hESC,0
CHIP:BHLHE40:HepG2,-0.018974
CHIP:CTCF:HepG2,0
CHIP:POLR2AphosphoS5:GM12878,-0.013477
CHIP:POU2F2:GM12891,0
CHIP:SPI1:GM12891,0.008944
CHIP:POLR2A:GM12891,0
CHIP:POLR2AphosphoS5:GM12891,0
CHIP:TAF1:GM12891,0
CHIP:NR3C1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:BCL11A:H1-hESC,0
CHIP:SIX5:H1-hESC,-0.001483
CHIP:SP1:H1-hESC,0
CHIP:SIN3A:H1-hESC,0
CHIP:TCF12:H1-hESC,0
CHIP:USF1:H1-hESC,0
CHIP:SRF:H1-hESC,0
CHIP:GABPA:H1-hESC,0
CHIP:ESR1:Ishikawa treated with 10 nM estradiol for 1 hour,0
CHIP:ESR1:Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour,-0.012962
CHIP:EGR1:H1-hESC,0
CHIP:NR3C1:Ishikawa treated with 100 nM dexamethasone for 1 hour,0
CHIP:RXRA:GM12878,0
CHIP:SIX5:GM12878,0
CHIP:TCF12:HepG2,0
CHIP:PAX5:GM12891,0.014369
CHIP:REST:SK-N-SH,0
CHIP:GABPA:HepG2,0
CHIP:REST:HepG2,0
CHIP:POLR2A:HepG2,0
CHIP:TAF1:HepG2,0
CHIP:REST:Panc1,0.005692
CHIP:REST:PFSK-1,0
CHIP:NR3C1:A549 treated with 100 nM dexamethasone for 1 hour,0
CHIP:ESR1:T47D treated with 100 nM genistein for 1 hour,0
CHIP:NR3C1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:RXRA:H1-hESC,0
CHIP:SP1:HepG2,0
CHIP:BCLAF1:GM12878,0
CHIP:ETS1:GM12878,0
CHIP:MEF2A:GM12878,0
CHIP:ATF3:H1-hESC,0
CHIP:YY1:H1-hESC,0.003532
CHIP:ATF3:HepG2,-0.015515
CHIP:BCLAF1:K562,0
CHIP:POLR2A:Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour,0
CHIP:YY1:GM12891,0
CHIP:EP300:H1-hESC,0
CHIP:JUND:H1-hESC,0
CHIP:ETS1:K562,0
CHIP:POLR2AphosphoS5:K562,0
CHIP:FOXA1:T47D treated with 0.02% dimethyl sulfoxide for 1 hour,0
CHIP:NR3C1:Ishikawa treated with 0.02% ethanol for 1 hour,0
CHIP:RAD21:H1-hESC,0
CHIP:FOXA1:HepG2,0.004165
CHIP:HNF4A:HepG2,0
CHIP:E2F6:K562,0
CHIP:ESR1:T47D treated with 0.02% dimethyl sulfoxide for 1 hour,0
CHIP:GABPA:K562,0
CHIP:MAX:K562,0
CHIP:SIN3A:K562,0
CHIP:RAD21:HepG2,0
CHIP:YY1:GM12892,0
CHIP:TAF7:H1-hESC,0
CHIP:EP300:HepG2,0
CHIP:CTCF:SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours,0
CHIP:RAD21:SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours,0.011795
CHIP:YY1:SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours,0
CHIP:HDAC2:HepG2,0
CHIP:ZBTB7A:K562,0
CHIP:USF1:SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours,-0.005142
CHIP:YY1:K562,0.016983
CHIP:SRF:GM12878,0
CHIP:BCL11A:H1-hESC,-0.0213
CHIP:POLR2AphosphoS5:HCT116,0
CHIP:REST:HeLa-S3,0
CHIP:FOXA1:HepG2,0
CHIP:POLR2A:K562,0
CHIP:NANOG:H1-hESC,0
CHIP:FOSL1:K562,0
CHIP:REST:K562,0
CHIP:GATA3:T47D treated with 0.02% dimethyl sulfoxide for 1 hour,0
CHIP:RAD21:GM12878,0
CHIP:ELF1:HepG2,0
CHIP:ZBTB33:HepG2,0
CHIP:EGR1:K562,0
CHIP:MEF2C:GM12878,0
CHIP:CTCF:H1-hESC,0
CHIP:FOXA2:HepG2,0
CHIP:HNF4G:HepG2,0
CHIP:TAF7:K562,0
CHIP:THAP1:K562,0
CHIP:YY1:GM12878,0
CHIP:BCL3:GM12878,0
CHIP:HDAC2:H1-hESC,0
CHIP:FOSL1:H1-hESC,0
CHIP:YY1:HepG2,0
CHIP:ATF3:K562,0
CHIP:MEF2A:K562,-0.004452
CHIP:SIX5:K562,0
CHIP:REST:HepG2,0
CHIP:POLR2AphosphoS5:Panc1,-0.002319
CHIP:REST:PFSK-1,0
CHIP:REST:SK-N-SH,0
CHIP:POLR2AphosphoS5:SK-N-SH,-0.000003
CHIP:SIN3A:SK-N-SH,0
CHIP:POLR2AphosphoS5:PFSK-1,0
CHIP:SP1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:TAF1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:POLR2AphosphoS5:HepG2,0
CHIP:CTCF:K562,0
CHIP:POLR2AphosphoS5:SK-N-MC,0
CHIP:YY1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:ATF3:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:ELF1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:ETS1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:FOXA1:A549 treated with 100 nM dexamethasone for 1 hour,0
CHIP:GABPA:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:ZBTB33:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:ZBTB7A:HepG2,0
CHIP:POLR2A:endothelial cell of umbilical vein newborn,0
CHIP:POLR2AphosphoS5:endothelial cell of umbilical vein newborn,0
CHIP:ESR1:T47D treated with 100 nM bisphenol A for 30 minutes,0.022213
CHIP:CTCF:Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour,0
CHIP:TAF1:SK-N-SH,0
CHIP:BCL3:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:CEBPB:HepG2,0
CHIP:ATF2:GM12878,0
CHIP:NFATC1:GM12878,0
CHIP:TAF1:PFSK-1,0
CHIP:FOSL2:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:REST:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:TCF12:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:ESR1:Ishikawa treated with 100 nM bisphenol A for 1 hour,0
CHIP:REST:GM12878,0
CHIP:PML:K562,0
CHIP:STAT5A:GM12878,0
CHIP:CREB1:A549 treated with 0.02% ethanol for 1 hour,0.004833
CHIP:CREB1:A549 treated with 0.02% ethanol for 1 hour,-0.000668
CHIP:FOXA1:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:JUND:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:EGR1:GM12878,0
CHIP:MTA3:GM12878,0
CHIP:RUNX3:GM12878,0
CHIP:TEAD4:K562,0
CHIP:SIX5:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:SIN3A:A549 treated with 0.02% ethanol for 1 hour,0
CHIP:NFIC:GM12878,0
CHIP:STAT5A:K562,0
CHIP:NR2F2:K562,0
CHIP:CBX3:K562,0
CHIP:TRIM28:K562,0
CHIP:JUND:HCT116,-0.014403
CHIP:CTCF:HCT116,-0.009851
CHIP:JUND:SK-N-SH,0
CHIP:JUND:MCF-7,0
CHIP:REST:HL-60,0
CHIP:GABPA:HL-60,0
CHIP:POLR2AphosphoS5:HL-60,0
CHIP:POLR2AphosphoS5:neural cell,-0.000658
CHIP:SPI1:HL-60,0
CHIP:JUND:T47D,0
CHIP:eGFP-NR4A1:K562 genetically modified using stable transfection,0
CHIP:eGFP-HDAC8:K562 genetically modified using stable transfection,0
CHIP:eGFP-GATA2:K562 genetically modified using stable transfection,0
CHIP:CTCF:H54,0
CHIP:CTCF:GM10248,0
CHIP:CTCF:GM10266,0
CHIP:CTCF:GM13976,0
CHIP:CTCF:GM13977,0
CHIP:CTCF:GM20000,0
CHIP:POLR2A:H1-hESC,-0.007266
CHIP:CTCF:H1-hESC,0
CHIP:CTCF:LNCaP clone FGC,0
CHIP:MYC:MCF-7 originated from MCF-7,0
CHIP:MYC:MCF-7 originated from MCF-7,0
CHIP:POLR2A:MCF-7 originated from MCF-7,0
CHIP:CTCF:MCF-7 originated from MCF-7,0
CHIP:MYC:MCF-7,0
CHIP:CTCF:MCF-7,0
CHIP:CTCF:MCF-7 treated with 100 nM 17B-estradiol for 45 minutes,0
CHIP:CTCF:medulloblastoma,0
CHIP:CTCF:A549,0
CHIP:CTCF:keratinocyte female,0
CHIP:CTCF:spleen female adult (20 years) and female adult (30 years),0
